(1.52063,-0.0435116,0), (1.51503,-0.0260029,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51728,0.0260583,0), 
(1.51663,-0.0433972,0), (1.51603,-0.0260201,0), (1.51923,-0.00868529,0), (1.51623,0.00868492,0), (1.55227,0.0266593,0), 
(1.51463,-0.04334,0), (1.51803,-0.0260544,0), (1.51523,-0.00866242,0), (1.51448,0.0086749,0), (1.56627,0.0268997,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51623,0.00868492,0), (1.51628,0.0260411,0), 
(1.51363,-0.0433114,0), (1.51903,-0.0260715,0), (1.51523,-0.00866242,0), (1.51248,0.00866344,0), (1.57302,0.0270156,0), 
(1.51463,-0.04334,0), (1.51803,-0.0260544,0), (1.51523,-0.00866242,0), (1.51348,0.00866917,0), (1.56902,0.0269469,0), 
(1.51363,-0.0433114,0), (1.51803,-0.0260544,0), (1.51523,-0.00866242,0), (1.51248,0.00866344,0), (1.57502,0.02705,0), 
(1.51363,-0.0433114,0), (1.51903,-0.0260715,0), (1.51523,-0.00866242,0), (1.51348,0.00866917,0), (1.57102,0.0269813,0), 
(1.52363,-0.0435974,0), (1.52303,-0.0261402,0), (1.51723,-0.00867385,0), (1.51548,0.00868062,0), (1.60101,0.0274964,0), 
(1.51563,-0.0433686,0), (1.51503,-0.0260029,0), (1.51923,-0.00868529,0), (1.51523,0.00867919,0), (1.55627,0.026728,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51728,0.0260583,0), 
(1.51463,-0.04334,0), (1.51803,-0.0260544,0), (1.51623,-0.00866813,0), (1.51448,0.0086749,0), (1.56227,0.026831,0), 
(1.51863,-0.0434544,0), (1.51603,-0.0260201,0), (1.52023,-0.008691,0), (1.51623,0.00868492,0), (1.54427,0.0265219,0), 
(1.52263,-0.0435688,0), (1.51503,-0.0260029,0), (1.52223,-0.00870244,0), (1.51548,0.00868062,0), (0,0,0), 
(1.51863,-0.0434544,0), (1.51603,-0.0260201,0), (1.52023,-0.008691,0), (1.51623,0.00868492,0), (1.55027,0.026625,0), 
(1.51563,-0.0433686,0), (1.52303,-0.0261402,0), (1.51723,-0.00867385,0), (1.51548,0.00868062,0), (1.60701,0.0275995,0), 
(1.51563,-0.0433686,0), (1.51603,-0.0260201,0), (1.51923,-0.00868529,0), (1.51348,0.00866917,0), (1.55527,0.0267108,0), 
(1.51763,-0.0434258,0), (1.52003,-0.0260887,0), (1.51723,-0.00867385,0), (1.51348,0.00866917,0), (1.57902,0.0271187,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51623,0.00868492,0), (1.51628,0.0260411,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51628,0.0260411,0), 
(1.51363,-0.0433114,0), (1.51703,-0.0260372,0), (1.51323,-0.00865098,0), (1.51348,0.00866917,0), (1.56327,0.0268482,0), 
(1.51363,-0.0433114,0), (1.51703,-0.0260372,0), (1.51523,-0.00866242,0), (1.51248,0.00866344,0), (1.57202,0.0269985,0), 
(1.51463,-0.04334,0), (1.51603,-0.0260201,0), (1.51823,-0.00867957,0), (1.51448,0.0086749,0), (1.55927,0.0267795,0), 
(1.51963,-0.043483,0), (1.51503,-0.0260029,0), (1.52023,-0.008691,0), (1.51723,0.00869065,0), (1.52827,0.0262472,0), 
(1.51463,-0.04334,0), (1.52103,-0.0261059,0), (1.51723,-0.00867385,0), (1.51348,0.00866917,0), (1.58202,0.0271702,0), 
(1.51463,-0.04334,0), (1.51803,-0.0260544,0), (1.51523,-0.00866242,0), (1.51448,0.0086749,0), (1.57102,0.0269813,0), 
(1.51963,-0.043483,0), (1.51703,-0.0260372,0), (1.51923,-0.00868529,0), (1.51723,0.00869065,0), (1.54627,0.0265563,0), 
(1.51463,-0.04334,0), (1.51803,-0.0260544,0), (1.51623,-0.00866813,0), (1.51248,0.00866344,0), (1.57502,0.02705,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.51963,-0.043483,0), (1.51603,-0.0260201,0), (1.52023,-0.008691,0), (1.51623,0.00868492,0), (1.53527,0.0263674,0), 
(1.51963,-0.043483,0), (1.51603,-0.0260201,0), (1.52023,-0.008691,0), (1.51623,0.00868492,0), (1.53827,0.0264189,0), 
(1.51963,-0.043483,0), (1.51603,-0.0260201,0), (1.52123,-0.00869672,0), (1.51623,0.00868492,0), (1.51628,0.0260411,0), 
(1.51463,-0.04334,0), (1.51703,-0.0260372,0), (1.51523,-0.00866242,0), (1.51348,0.00866917,0), (1.56727,0.0269169,0), 
(1.51963,-0.043483,0), (1.51603,-0.0260201,0), (1.52123,-0.00869672,0), (1.51623,0.00868492,0), (1.51628,0.0260411,0), 
(1.51863,-0.0434544,0), (1.51603,-0.0260201,0), (1.52023,-0.008691,0), (1.51623,0.00868492,0), (1.52028,0.0261098,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.51563,-0.0433686,0), (1.52303,-0.0261402,0), (1.51623,-0.00866813,0), (1.51348,0.00866917,0), (1.58202,0.0271702,0), 
(1.51463,-0.04334,0), (1.51603,-0.0260201,0), (1.51923,-0.00868529,0), (1.51623,0.00868492,0), (1.54927,0.0266078,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.51463,-0.04334,0), (1.52103,-0.0261059,0), (1.51623,-0.00866813,0), (1.51248,0.00866344,0), (1.57402,0.0270328,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51448,0.0086749,0), (1.60601,0.0275823,0), 
(1.51463,-0.04334,0), (1.52003,-0.0260887,0), (1.51723,-0.00867385,0), (1.51348,0.00866917,0), (1.57802,0.0271015,0), 
(1.52063,-0.0435116,0), (1.51703,-0.0260372,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.51963,-0.043483,0), (1.51603,-0.0260201,0), (1.52123,-0.00869672,0), (1.51723,0.00869065,0), (1.51728,0.0260583,0), 
(1.51663,-0.0433972,0), (1.52003,-0.0260887,0), (1.51623,-0.00866813,0), (1.51248,0.00866344,0), (1.57202,0.0269985,0), 
(1.51563,-0.0433686,0), (1.51503,-0.0260029,0), (1.51923,-0.00868529,0), (1.51623,0.00868492,0), (1.53927,0.0264361,0), 
(1.51563,-0.0433686,0), (1.51803,-0.0260544,0), (1.51623,-0.00866813,0), (1.51348,0.00866917,0), (1.56327,0.0268482,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52223,-0.00870244,0), (1.51723,0.00869065,0), (1.51528,0.026024,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.51723,-0.00867385,0), (1.51348,0.00866917,0), (1.59501,0.0273934,0), 
(1.52263,-0.0435688,0), (1.52203,-0.026123,0), (1.51623,-0.00866813,0), (1.51348,0.00866917,0), (1.57902,0.0271187,0), 
(1.51463,-0.04334,0), (1.51703,-0.0260372,0), (1.51723,-0.00867385,0), (1.51448,0.0086749,0), (1.56127,0.0268139,0), 
(1.51563,-0.0433686,0), (1.52003,-0.0260887,0), (1.51623,-0.00866813,0), (1.51348,0.00866917,0), (1.56802,0.0269298,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.51723,-0.00867385,0), (1.51348,0.00866917,0), (1.59002,0.0273076,0), 
(1.52063,-0.0435116,0), (1.51603,-0.0260201,0), (1.52123,-0.00869672,0), (1.51723,0.00869065,0), (1.51628,0.0260411,0), 
(1.52163,-0.0435402,0), (1.51603,-0.0260201,0), (1.52323,-0.00870815,0), (1.51723,0.00869065,0), (0,0,0), 
