(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0,0,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0,0,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0,0,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.905917,-0.0245795,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.905917,-0.0245795,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.905917,-0.0245795,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.905917,-0.0245795,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90713,0.0147708,0), 
(0.906916,-0.0246066,0), (0.90613,-0.0147474,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.906916,-0.0246066,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
(0.905917,-0.0245795,0), (0.90713,-0.0147637,0), (0.907237,-0.00491905,0), (0.907237,0.00492619,0), (0.90813,0.0147871,0), 
